GeneID	classification
AT2G36970	Frequent
AT2G37900	Short Up–Down
AT2G38760	Short Up–Down
AT2G39420	Short Up
AT2G42200	Frequent
AT3G01290	Short Up–Long Down
AT3G03450	Short Up
AT3G03520	Short Up–Down
AT3G04020	Short–Long Up
AT3G10800	Short Up
AT3G11230	Short–Long Up
AT3G14870	Short Up
AT3G25110	Short Up
AT3G25610	Short Up
AT3G25890	Frequent
AT3G44400	Short Up–Long Down
AT3G46640	Short–Long Up
AT3G47960	Short Up
AT3G49780	Short Up
AT3G52190	Short Up
AT3G53800	Short Up–Long Down
AT3G58570	Short–Long Up
AT3G60520	Short Up
AT3G61490	Short Up–Down
AT3G62600	Short Up
AT4G01280	Short Up
AT4G02220	Short–Long Up
AT4G04490	Short Up
AT4G11960	Short Up
AT4G14420	Short–Long Up
AT4G15765	Short Up–Down
AT4G18530	Short Up
AT4G21060	Short–Long Up
AT4G22780	Short Up
AT4G22820	Short Up
AT4G23040	Short–Long Up
AT4G23060	Short Up
AT4G23180	Short Up–Long Down
AT4G24160	Short Up
AT4G24190	Short Up
AT4G27030	Short–Long Up
AT4G30530	Short Up
AT4G34138	Short Up–Down
AT4G34390	Short Up
AT4G34630	Short Up
AT4G35985	Short Up
AT4G36040	Frequent
AT4G36640	Short Up–Down
AT4G39030	Short Up
AT5G01850	Short Up
AT5G08380	Short–Long Up
AT5G08770	Short Up
AT5G11670	Short Up
AT5G14200	Frequent
AT5G14760	Frequent
AT5G17350	Short Up
AT5G37680	Short–Long Up
AT5G38895	Short Up
AT5G39785	Short Up–Down
AT5G49015	Short–Long Up
AT5G50460	Short Up
AT5G52120	Short Up
AT5G52410	Short Up
AT5G53760	Short Up
AT5G54130	Short Up–Down
AT5G54300	Short Up–Down
AT5G59550	Short Up
AT5G60900	Short Up
AT5G61530	Short Up
AT5G62620	Short Up
AT5G62720	Short–Long Up
AT5G64260	Short Up–Long Down
AT5G64810	Short Up
AT5G65140	Short Up
AT5G66480	Short Up
AT5G66675	Short Up
ATCG00020	Short Up
ATCG00330	Short Up
ATCG00350	Short Up
AT1G02090	Short Up
AT1G09970	Short Up
AT1G10410	Short Up
AT1G15430	Short Up
AT1G15520	Short Up–Long Down
AT1G15810	Short–Long Up
AT1G18210	Short Up
AT1G21520	Short Up–Long Down
AT1G25400	Short Up
AT1G27630	Short–Long Up
AT1G31690	Frequent
AT1G52880	Short Up
AT1G53320	Short Up
AT1G53920	Short Up
AT1G55450	Short Up–Long Down
AT1G56340	Short–Long Up
AT1G57820	Short Up
AT1G61360	Short–Long Up
AT1G63090	Short Up
AT1G65860	Short Up–Down
AT1G69720	Short Up
AT1G70985	Short–Long Up
AT1G72680	Short Up
AT1G72910	Short Up
AT1G73500	Short Up–Long Down
AT1G77500	Short Up
AT1G77810	Short–Long Up
AT1G78080	Short Up
AT2G01170	Short–Long Up
AT2G02390	Short Up
AT2G03760	Short Up–Long Down
AT2G06530	Short Up
AT2G13790	Short Up–Long Down
AT2G15080	Short Up–Long Down
AT2G21660	Short–Long Up
AT2G23680	Short Up
AT2G27830	Frequent
AT2G31200	Short Up
AT2G31560	Short Up
AT2G31870	Short Up
AT2G31880	Short Up–Long Down
AT2G32510	Short–Long Up
AT2G32990	Short Up–Down
AT2G37540	Short–Long Up
AT2G38170	Short–Long Up
AT2G38290	Short Up
AT2G39900	Short Up
AT2G40950	Short Up
AT2G41140	Short–Long Up
AT2G41730	Short Up
AT2G43320	Short Up
AT2G44500	Short Up–Long Down
AT3G03020	Short Up–Long Down
AT3G05360	Short Up
AT3G07080	Short–Long Up
AT3G08730	Short Up–Down
AT3G12830	Short Up
AT3G13100	Short Up
AT3G15354	Short–Long Up
AT3G18440	Short–Long Up
AT3G20600	Short Up
AT3G25120	Short–Long Up
AT3G28220	Short Up–Down
AT3G46620	Short Up
AT3G50480	Short Up–Long Down
AT3G56720	Short–Long Up
AT3G56710	Short Up
AT3G56960	Short–Long Up
AT3G59080	Short Up–Long Down
AT3G63310	Short Up
AT4G02980	Short Up
AT4G04330	Frequent
AT4G08230	Short Up
AT4G15610	Short Up–Long Down
AT4G15680	Short–Long Up
AT4G18520	Short–Long Up
AT4G18700	Short Up
AT4G23200	Short Up–Long Down
AT4G24120	Short Up
AT4G26070	Short Up–Long Down
AT4G26370	Short Up
AT4G29330	Short Up
AT4G30450	Short Up–Down
AT4G32870	Short Up
AT4G35550	Short Up
AT4G36150	Short Up–Long Down
AT4G36500	Short Up–Long Down
AT4G39950	Short Up
AT5G00980	Short Up
AT5G02500	Short Up–Down
AT5G03160	Short Up
AT5G07340	Short Up
AT5G10760	Short Up
AT5G11110	Short Up
AT5G15950	Frequent
AT5G22250	Short Up
AT5G23575	Short–Long Up
AT5G26920	Short Up–Long Down
AT5G48250	Short–Long Up
AT5G48480	Short Up–Down
AT5G48657	Short Up–Long Down
AT5G52760	Short Up
AT5G56000	Short Up
AT5G56980	Short Up
AT5G58700	Short Up
AT5G62070	Short Up
AT5G62350	Short Up–Down
AT5G62570	Short Up–Long Down
AT5G64660	Short Up
AT5G65920	Short Up–Down
AT5G66210	Short Up
ATCG00490	Short Up
ATCG00680	Short Up
ATCG00720	Short Up
ATMG01390	Short Up
AT1G01830	Short Up
AT1G07040	Short Up
AT1G08890	Short Up–Long Down
AT1G09080	Short Up–Long Down
AT1G15110	Short Up
AT1G17455	Short Up
AT1G18470	Short Up
AT1G18710	Short Up
AT1G22510	Short Up–Long Down
AT1G24145	Short Up–Long Down
AT1G29785	Short Up
AT1G33600	Short Up
AT1G35140	Short Up
AT1G53110	Short Up
AT1G55910	Short Up–Down
AT1G56510	Short Up
AT1G59590	Short Up–Long Down
AT1G65490	Short Up
AT1G66400	Short Up
AT1G66920	Short Up
AT1G70300	Short Up
AT1G70820	Short Up–Down
AT1G74410	Short Up–Down
AT1G74600	Short–Long Up
AT1G76070	Short Up
AT1G76130	Short Up
AT1G76620	Short Up–Down
AT1G77060	Short–Long Up
AT1G77370	Short Up
AT1G78100	Short Up
AT1G78590	Short Up
AT2G05630	Short–Long Up
AT2G16870	Short Up
AT2G21500	Short Up
AT2G22330	Short Up
AT2G26200	Short–Long Up
AT2G27200	Short Up
AT2G28200	Short Up–Down
AT2G30600	Frequent
AT2G31360	Short–Long Up
AT2G31800	Short Up–Long Down
AT2G32150	Short Up–Long Down
AT2G33740	Short Up
AT2G35940	Short Up
AT2G36830	Short Up–Down
AT2G37940	Short Up
AT2G38310	Frequent
AT2G39210	Short Up–Long Down
AT2G39770	Short Up
AT2G43820	Frequent
AT2G44290	Short Up
AT2G46080	Short Up
AT3G01310	Short Up
AT3G05320	Short Up
AT3G07195	Short Up–Long Down
AT3G17170	Frequent
AT3G22275	Short–Long Up
AT3G24463	Short Up–Down
AT3G25570	Short Up
AT3G45640	Short Up–Long Down
AT3G46600	Short Up–Long Down
AT3G47550	Short Up
AT3G47680	Short–Long Up
AT3G50060	Short Up–Long Down
AT3G50700	Frequent
AT3G50950	Short Up
AT3G52470	Short–Long Up
AT3G54960	Short Up
AT3G59760	Short–Long Up
AT4G02410	Short Up
AT4G03450	Short Up–Long Down
AT4G05070	Frequent
AT4G08170	Short Up
AT4G09570	Short Up
AT4G13345	Short–Long Up
AT4G15410	Short Up
AT4G16660	Short Up
AT4G21580	Short Up
AT4G22740	Short Up
AT4G23130	Short Up–Long Down
AT4G23270	Short Up
AT4G24240	Short–Long Up
AT4G25390	Short Up
AT4G25670	Short Up
AT4G31860	Short Up
AT4G33560	Frequent
AT4G33660	Frequent
AT4G36950	Short Up
AT4G38560	Short Up
AT4G39520	Short Up
AT4G39940	Short Up
AT5G01990	Short Up
AT5G06750	Short Up
AT5G07440	Short Up
AT5G07460	Short Up
AT5G16600	Frequent
AT5G17190	Short–Long Up
AT5G18400	Short Up
AT5G23510	Short Up–Long Down
AT5G23660	Short Up–Down
AT5G23810	Short–Long Up
AT5G23820	Frequent
AT5G26040	Short Up
AT5G27280	Short Up–Long Down
AT5G28830	Short Up–Long Down
AT5G33290	Short–Long Up
AT5G40390	Short Up–Long Down
AT5G42420	Short–Long Up
AT5G43440	Short Up
AT5G44568	Short Up–Long Down
AT5G45340	Short Up–Long Down
AT5G46490	Short Up
AT5G47910	Short Up
AT5G50200	Short Up
AT5G52882	Short Up
AT5G54710	Short Up–Long Down
AT5G57220	Short Up–Long Down
AT5G57900	Short Up
AT5G58620	Short Up
AT1G03070	Short Up
AT1G07870	Short Up
AT1G09350	Short Up–Long Down
AT1G10340	Short Up–Long Down
AT1G13470	Short Up–Long Down
AT1G14010	Short Up
AT1G16400	Short–Long Up
AT1G18570	Short Up–Long Down
AT1G18590	Short Up
AT1G21130	Frequent
AT1G21270	Short Up–Long Down
AT1G24575	Short–Long Up
AT1G31220	Short Up
AT1G35230	Short Up–Long Down
AT1G48210	Short Up
AT1G51940	Short Up–Long Down
AT1G56150	Short Up
AT1G57990	Short Up–Long Down
AT1G61120	Short Up
AT1G62310	Short–Long Up
AT1G62430	Short–Long Up
AT1G63750	Short Up–Long Down
AT1G66350	Short Up
AT1G70090	Short Up
AT1G72450	Short Up–Down
AT1G73080	Short Up
AT1G78660	Short–Long Up
AT1G79930	Short–Long Up
AT2G01180	Short Up–Long Down
AT2G02760	Short Up
AT2G03530	Short Up
AT2G15390	Short Up
AT2G16710	Short Up
AT2G18050	Frequent
AT2G18700	Frequent
AT2G26690	Frequent
AT2G32520	Short Up
AT2G37620	Short Up
AT2G38670	Short–Long Up
AT2G39140	Short–Long Up
AT2G40230	Short Up–Down
AT2G40475	Short Up–Down
AT2G40830	Short Up
AT2G41835	Short Up
AT2G45920	Short Up
AT2G46370	Short Up
AT2G46650	Short Up
AT2G47130	Short Up
AT2G47470	Short Up
AT3G05800	Short Up–Down
AT3G15760	Short Up–Long Down
AT3G15770	Short Up–Long Down
AT3G15780	Short Up
AT3G16690	Short Up
AT3G17860	Short Up
AT3G19030	Short Up
AT3G19830	Short Up
AT3G21220	Short Up
AT3G22231	Short Up
AT3G22740	Short Up
AT3G25020	Short Up
AT3G26580	Short–Long Up
AT3G26910	Short Up
AT3G28510	Short Up
AT3G45730	Frequent
AT3G47160	Short Up
AT3G47480	Short Up–Long Down
AT3G47780	Short Up
AT3G47800	Frequent
AT3G50500	Short Up–Long Down
AT3G52800	Short Up
AT3G53000	Short Up
AT3G55440	Short Up
AT3G55450	Short Up
AT3G55880	Short Up–Long Down
AT3G57460	Short Up–Long Down
AT3G63445	Short Up
AT4G01390	Short Up–Down
AT4G01550	Short Up
AT4G11890	Short Up–Long Down
AT4G12070	Short Up
AT4G12900	Short Up
AT4G14220	Short Up
AT4G14385	Short Up
AT4G15700	Short Up
AT4G16140	Short Up–Down
AT4G16880	Short Up
AT4G17880	Short Up–Down
AT4G18205	Short Up
AT4G20110	Short Up–Long Down
AT4G20930	Short Up
AT4G23230	Short Up–Long Down
AT4G27870	Short Up
AT4G29740	Short Up–Long Down
AT4G31050	Short Up
AT4G32480	Short Up–Long Down
AT4G33050	Short Up–Long Down
AT4G35750	Short Up
AT4G36760	Short Up
AT4G38740	Short Up
AT4G38810	Short Up–Long Down
AT4G39090	Short Up–Down
AT5G01950	Short Up
AT5G05590	Short Up
AT5G11580	Short–Long Up
AT5G18310	Short Up–Long Down
AT5G22380	Short Up
AT5G22630	Short Up
AT5G23850	Short Up
AT5G42530	Short Up
AT5G47070	Short Up–Long Down
AT5G51070	Short Up
AT5G54810	Short–Long Up
AT5G57630	Short Up
AT5G58430	Short Up–Long Down
AT5G58600	Short–Long Up
AT5G60890	Short Up
AT5G61520	Short Up
AT5G62360	Short Up
ATMG00020	Short Up
AT1G01140	Short Up
AT1G06460	Short Up
AT1G07670	Short Up
AT1G09240	Short Up
AT1G12240	Short Up
AT1G12710	Short Up
AT1G13390	Short Up
AT1G13930	Short Up–Down
AT1G14170	Short Up–Long Down
AT1G16500	Short Up
AT1G17290	Short Up
AT1G20693	Short Up
AT1G20840	Short Up–Down
AT1G21390	Short Up
AT1G24100	Short Up
AT1G24147	Short Up–Long Down
AT1G25220	Short Up
AT1G35350	Short Up–Long Down
AT1G43620	Short–Long Up
AT1G48360	Short–Long Up
AT1G49050	Short Up–Long Down
AT1G49650	Frequent
AT1G50490	Short–Long Up
AT1G52870	Short Up
AT1G61380	Short Up
AT1G63880	Short Up
AT1G64080	Short Up
AT1G68440	Short Up–Down
AT1G68550	Short Up–Down
AT1G69252	Short Up–Down
AT1G69730	Short Up
AT1G70420	Short Up–Down
AT1G70690	Short Up
AT1G75960	Short Up–Long Down
AT1G76980	Short Up
AT2G02100	Short–Long Up
AT2G02360	Short Up
AT2G04400	Short Up
AT2G05940	Short Up–Long Down
AT2G15042	Short Up
AT2G17220	Short Up
AT2G22450	Short Up
AT2G23950	Short Up
AT2G25510	Short Up
AT2G26190	Short Up–Long Down
AT2G30540	Short Up–Down
AT2G32160	Short Up–Long Down
AT2G33530	Short Up
AT2G39660	Short Up
AT2G41110	Short Up–Long Down
AT2G41475	Short Up
AT2G42620	Short Up–Long Down
AT2G44600	Short Up
AT3G02020	Short Up
AT3G03470	Frequent
AT3G03640	Short Up
AT3G04030	Short Up–Down
AT3G04210	Short Up–Long Down
AT3G06760	Short Up
AT3G07320	Frequent
AT3G08760	Short Up–Down
AT3G08870	Short Up–Long Down
AT3G09940	Short Up
AT3G10640	Short Up
AT3G11010	Short Up–Long Down
AT3G11420	Short Up
AT3G16030	Short Up
AT3G16740	Short–Long Up
AT3G16870	Short–Long Up
AT3G18080	Short Up–Long Down
AT3G22200	Short Up
AT3G22235	Short Up
AT3G22845	Short Up
AT3G24090	Short Up
AT3G25180	Short Up
AT3G26980	Short Up
AT3G45040	Short Up–Long Down
AT3G45260	Frequent
AT3G45970	Frequent
AT3G50210	Short Up
AT3G50770	Short Up
AT3G50900	Short Up
AT3G52710	Short Up
AT3G54020	Short Up
AT3G55580	Frequent
AT3G57280	Short Up
AT3G60540	Short Up
AT4G00500	Short Up
AT4G01010	Short Up–Long Down
AT4G02330	Frequent
AT4G08590	Short Up
AT4G14230	Short–Long Up
AT4G14680	Short Up–Down
AT4G15540	Short Up
AT4G15760	Short Up–Long Down
AT4G16490	Short Up
AT4G17140	Short–Long Up
AT4G18580	Short Up
AT4G19960	Short Up
AT4G21850	Short Up
AT4G23210	Short Up
AT4G24920	Short Up
AT4G26400	Short Up–Long Down
AT4G27440	Short Up–Long Down
AT4G29670	Short Up
AT4G29950	Short Up–Long Down
AT4G32610	Short Up
AT4G32800	Short Up
AT4G33430	Short Up
AT5G02810	Short Up
AT5G03380	Short Up
AT5G05190	Short Up–Long Down
AT5G07920	Short Up
AT5G08780	Short Up
AT5G10550	Short Up
AT5G12890	Short Up
AT5G24210	Short Up–Long Down
AT5G26170	Short Up
AT5G42830	Frequent
AT5G44730	Short Up
AT5G46410	Short Up
AT5G48540	Short Up–Long Down
AT5G51260	Short Up
AT5G54720	Short Up
AT5G55730	Short Up–Down
AT5G56860	Short Up–Down
AT5G58110	Short Up
AT5G59920	Short Up
AT5G61590	Frequent
AT5G62470	Short Up
AT5G63370	Short Up
AT5G63450	Short Up
AT5G64560	Short–Long Up
AT5G66790	Short Up
ATCG00340	Short Up
AT1G01650	Short Up
AT1G02300	Frequent
AT1G05805	Short Up–Down
AT1G07620	Short Up
AT1G08460	Short Up–Long Down
AT1G08450	Short Up–Long Down
AT1G08980	Short Up–Long Down
AT1G09210	Short Up
AT1G13750	Short Up–Long Down
AT1G18300	Short Up
AT1G18870	Short Up–Down
AT1G20020	Short Up
AT1G20620	Short Up–Long Down
AT1G20890	Short Up
AT1G21240	Short Up
AT1G21370	Short Up
AT1G22540	Short Up
AT1G25550	Short Up
AT1G25560	Frequent
AT1G26690	Short Up
AT1G27910	Short Up
AT1G30640	Short Up–Long Down
AT1G30900	Short Up–Long Down
AT1G35710	Short Up–Long Down
AT1G51270	Frequent
AT1G51800	Short Up–Long Down
AT1G51890	Short Up–Long Down
AT1G53540	Short Up
AT1G53710	Short Up
AT1G54030	Short Up
AT1G55300	Short Up–Long Down
AT1G58200	Short Up–Long Down
AT1G61260	Short Up
AT1G66180	Short Up
AT1G66880	Short Up
AT1G68670	Short Up
AT1G71800	Short–Long Up
AT1G72660	Short Up
AT1G72890	Short Up–Long Down
AT1G74100	Short Up
AT1G75440	Short Up–Long Down
AT1G76680	Short Up–Down
AT1G77210	Frequent
AT1G77440	Short Up
AT1G78150	Short Up
AT1G78490	Short Up
AT1G79840	Short–Long Up
AT1G80440	Frequent
AT2G02710	Frequent
AT2G04450	Short Up–Long Down
AT2G14610	Short Up
AT2G18660	Short Up–Long Down
AT2G21940	Short Up
AT2G24550	Frequent
AT2G25730	Short–Long Up
AT2G25850	Short–Long Up
AT2G28720	Short Up
AT2G29070	Short Up
AT2G29990	Short Up–Long Down
AT2G33830	Frequent
AT2G38400	Short Up–Down
AT2G41705	Short Up
AT2G44670	Short Up–Down
AT2G45510	Short Up
AT2G46100	Short Up
AT2G47060	Short Up–Long Down
AT3G03550	Short–Long Up
AT3G05500	Short Up–Long Down
AT3G05970	Short Up
AT3G11340	Frequent
AT3G19490	Short–Long Up
AT3G20510	Short Up
AT3G21070	Short Up
AT3G23010	Short Up
AT3G23110	Short Up
AT3G23410	Short Up
AT3G25600	Short Up–Long Down
AT3G26220	Short Up–Long Down
AT3G26740	Short Up–Down
AT3G44190	Short Up–Long Down
AT3G47090	Short Up
AT3G48090	Short Up–Long Down
AT3G50620	Short Up
AT3G53180	Short Up
AT3G53780	Short Up
AT3G56300	Short Up–Down
AT3G59530	Short Up
AT3G60080	Short Up
AT3G60720	Short Up
AT3G62420	Short Up
AT3G62550	Short Up–Down
AT4G01700	Short Up
AT4G05330	Short Up
AT4G08470	Short Up–Long Down
AT4G08850	Short Up–Long Down
AT4G08950	Frequent
AT4G09760	Short Up
AT4G11680	Short–Long Up
AT4G14096	Short Up
AT4G18253	Short Up–Long Down
AT4G22305	Short Up
AT4G23140	Short Up–Long Down
AT4G23493	Short Up
AT4G24970	Short Up
AT4G25200	Short Up
AT4G28480	Short Up–Long Down
AT4G29050	Frequent
AT4G29900	Short Up–Long Down
AT4G31550	Short Up
AT4G32340	Short Up–Down
AT4G36180	Short Up
AT4G38580	Short Up
AT5G03200	Short Up
AT5G03290	Short Up
AT5G04170	Short Up
AT5G06690	Short Up–Long Down
AT5G06960	Short Up
AT5G16190	Short Up
AT5G20410	Frequent
AT5G20900	Short Up
AT5G22270	Frequent
AT5G22690	Short Up
AT5G23010	Short–Long Up
AT5G36890	Short–Long Up
AT5G37260	Short Up–Down
AT5G39020	Short Up
AT5G41600	Short Up
AT5G42220	Short Up
AT5G42570	Short Up
AT5G44070	Short Up–Long Down
AT5G46860	Short Up
AT5G47420	Short Up
AT5G51570	Short Up
AT5G51740	Short Up
AT5G54610	Short Up–Long Down
AT5G58120	Frequent
AT5G58787	Short Up
AT5G59010	Short–Long Up
AT5G61190	Short Up
AT5G63810	Short Up–Long Down
ATCG00730	Short Up
ATCG01180	Short Up
AT1G02360	Short Up–Long Down
AT1G05710	Short Up
AT1G07220	Short Up
AT1G09250	Short Up–Down
AT1G13260	Frequent
AT1G15790	Short Up
AT1G16040	Short Up
AT1G16370	Short Up
AT1G25500	Short Up
AT1G29340	Short Up
AT1G33590	Short Up–Long Down
AT1G33720	Short Up
AT1G33960	Frequent
AT1G52830	Short Up–Long Down
AT1G53310	Short Up
AT1G56120	Short Up–Long Down
AT1G57630	Short Up
AT1G63350	Short Up–Long Down
AT1G66960	Short Up
AT1G67470	Short Up
AT1G68190	Frequent
AT1G68690	Short Up
AT1G71697	Short Up–Long Down
AT1G73540	Frequent
AT1G74300	Short Up–Long Down
AT1G75230	Short Up
AT1G76180	Short Up–Long Down
AT1G76360	Short Up–Long Down
AT1G76390	Short Up
AT1G76700	Short Up
AT1G78210	Short Up
AT2G01450	Short Up
AT2G04520	Short Up
AT2G06925	Short Up–Long Down
AT2G12400	Short Up
AT2G13810	Short Up
AT2G15960	Frequent
AT2G17230	Short Up–Down
AT2G17290	Short Up–Long Down
AT2G24645	Short Up
AT2G25900	Frequent
AT2G26140	Short Up
AT2G26900	Short Up
AT2G27260	Short Up
AT2G29120	Short Up
AT2G30770	Short Up–Long Down
AT2G32680	Short Up–Long Down
AT2G37170	Short Up–Down
AT2G37678	Short Up–Down
AT2G44660	Short Up
AT2G46630	Short Up
AT3G02990	Short Up
AT3G04910	Frequent
AT3G10820	Short Up
AT3G14280	Short Up–Long Down
AT3G15536	Short Up
AT3G15840	Short Up
AT3G15950	Short Up
AT3G16400	Short Up
AT3G25010	Short Up–Long Down
AT3G46230	Short Up
AT3G48080	Short Up–Long Down
AT3G52240	Short Up–Long Down
AT3G53810	Short Up
AT3G57240	Short Up
AT4G00970	Short Up–Long Down
AT4G01610	Short Up
AT4G01950	Frequent
AT4G02760	Short Up
AT4G03400	Short Up
AT4G03510	Short Up–Down
AT4G09150	Short Up
AT4G14400	Short Up
AT4G14746	Short Up–Long Down
AT4G15233	Short Up–Long Down
AT4G15260	Short Up–Long Down
AT4G16960	Short Up
AT4G17260	Short Up
AT4G22980	Short Up
AT4G27130	Short Up–Down
AT4G27450	Frequent
AT4G28270	Frequent
AT4G30390	Short Up
AT4G31060	Short Up
AT5G01220	Short Up
AT5G03340	Short Up
AT5G03460	Short Up
AT5G03470	Short Up
AT5G05140	Short Up
AT5G05460	Short Up–Long Down
AT5G06870	Frequent
AT5G11680	Short Up
AT5G11920	Short Up
AT5G12940	Short Up–Long Down
AT5G15260	Short Up
AT5G15650	Short Up
AT5G15870	Short Up
AT5G19250	Short Up
AT5G22350	Short Up
AT5G24530	Short Up–Long Down
AT5G24810	Short Up
AT5G25140	Short Up–Long Down
AT5G26770	Short Up–Long Down
AT5G29000	Short Up
AT5G34930	Short Up
AT5G35460	Short Up–Long Down
AT5G38710	Short Up
AT5G40670	Short Up
AT5G42250	Frequent
AT5G45110	Frequent
AT5G45820	Short Up–Long Down
AT5G48450	Short Up
AT5G50430	Short Up
AT5G50950	Frequent
AT5G54080	Short Up–Long Down
AT5G55930	Frequent
AT5G58380	Short Up
AT5G59670	Short Up
AT5G61210	Short Up–Long Down
AT5G62090	Short Up
AT5G63970	Short Up
AT5G63980	Short Up
AT5G64620	Short Up–Down
AT5G65000	Short Up
AT1G02340	Short Up–Down
AT1G03370	Short Up–Long Down
AT1G12380	Short Up–Down
AT1G13640	Short Up
AT1G14880	Short Up–Long Down
AT1G17430	Short Up–Long Down
AT1G18890	Short Up–Long Down
AT1G19270	Short Up
AT1G19580	Short Up
AT1G19770	Frequent
AT1G20270	Short Up
AT1G20640	Short Up–Long Down
AT1G22280	Short Up–Long Down
AT1G24150	Short Up
AT1G26440	Short Up
AT1G28380	Short Up–Long Down
AT1G29395	Short Up–Long Down
AT1G31580	Short Up
AT1G34130	Short Up
AT1G49130	Frequent
AT1G52200	Short Up–Long Down
AT1G56140	Short Up
AT1G56520	Short Up
AT1G58225	Short Up–Long Down
AT1G61740	Short Up–Down
AT1G65800	Short Up
AT1G65845	Short Up–Long Down
AT1G66465	Short Up
AT1G67850	Short Up
AT1G69310	Short Up–Down
AT1G69370	Short Up–Long Down
AT1G71040	Short Up
AT1G72930	Frequent
AT1G73750	Frequent
AT1G75020	Short Up
AT1G76150	Short Up
AT1G76930	Short Up–Long Down
AT2G01670	Short Up
AT2G04570	Short Up–Down
AT2G15090	Frequent
AT2G18670	Short Up–Down
AT2G21650	Short Up–Long Down
AT2G22010	Short Up
AT2G22300	Short Up–Long Down
AT2G22830	Short Up–Long Down
AT2G27385	Short Up–Down
AT2G32240	Short Up–Down
AT2G34600	Short Up
AT2G38820	Frequent
AT2G38860	Short Up
AT2G42040	Short Up
AT2G42330	Short Up
AT2G42790	Frequent
AT2G43290	Frequent
AT2G45660	Short Up–Long Down
AT3G02070	Short Up
AT3G05200	Short Up
AT3G05580	Short Up
AT3G05690	Short Up–Down
AT3G08030	Short Up
AT3G12740	Short Up–Long Down
AT3G13380	Short Up
AT3G13730	Short Up
AT3G14050	Short Up–Long Down
AT3G14310	Frequent
AT3G15450	Frequent
AT3G15510	Frequent
AT3G16460	Short Up
AT3G21140	Short Up
AT3G22290	Short Up
AT3G23280	Short Up
AT3G25882	Short Up–Long Down
AT3G28540	Short Up–Long Down
AT3G46370	Short Up–Long Down
AT3G47340	Frequent
AT3G51390	Short Up
AT3G51980	Short Up
AT3G52310	Short Up–Down
AT3G55950	Short Up
AT3G56400	Short Up–Long Down
AT3G57330	Short Up–Long Down
AT3G60180	Short Up–Long Down
AT3G61060	Frequent
AT3G63110	Short Up–Down
AT4G00700	Short Up
AT4G02430	Short Up
AT4G05150	Frequent
AT4G09810	Short Up
AT4G10250	Short Up
AT4G10500	Short Up–Long Down
AT4G11300	Short Up–Long Down
AT4G11330	Short Up–Long Down
AT4G11900	Short Up
AT4G15660	Short Up
AT4G16950	Short Up
AT4G16957	Short Up
AT4G17100	Short Up
AT4G17240	Short Up
AT4G17720	Short Up
AT4G18800	Short Up
AT4G19540	Short Up
AT4G23470	Short Up–Long Down
AT4G26700	Short Up
AT4G28490	Short Up–Long Down
AT4G30490	Frequent
AT4G32060	Short Up
AT4G33940	Short Up
AT4G35110	Short Up–Long Down
AT4G36670	Frequent
AT4G37530	Frequent
AT5G02290	Short Up–Long Down
AT5G05730	Short Up
AT5G07070	Short Up
AT5G08130	Short Up
AT5G10170	Short Up
AT5G10290	Short Up
AT5G10710	Short Up
AT5G10740	Short Up
AT5G12950	Short Up–Down
AT5G14285	Short Up
AT5G17060	Short Up
AT5G18670	Frequent
AT5G18780	Short Up
AT5G19120	Frequent
AT5G21940	Frequent
AT5G23020	Short Up–Down
AT5G25260	Short Up–Long Down
AT5G25280	Frequent
AT5G39670	Short Up
AT5G41100	Short Up
AT5G41260	Short Up
AT5G45130	Short Up
AT5G49360	Frequent
AT5G49680	Short Up
AT5G53060	Short Up
AT5G54165	Short Up
AT5G54190	Short Up–Down
AT5G55970	Frequent
AT5G56020	Short Up
AT5G56550	Short Up–Down
AT5G58160	Short Up
AT5G59450	Short Up–Long Down
AT5G60270	Short Up–Down
AT5G60950	Short Up–Long Down
AT5G62910	Short Up
AT5G64410	Short Up–Long Down
AT5G65630	Short Up
AT5G66080	Short Up
AT5G66640	Short Up
AT1G01240	Frequent
AT1G01680	Short Up–Long Down
AT1G02260	Short Up
AT1G03290	Short Up–Long Down
AT1G03210	Short Up
AT1G03220	Frequent
AT1G05570	Short Up
AT1G08200	Short Up
AT1G10920	Short Up
AT1G10930	Short Up
AT1G12090	Frequent
AT1G12290	Short Up
AT1G12780	Frequent
AT1G13000	Short Up–Long Down
AT1G17970	Short Up–Down
AT1G18260	Short Up
AT1G19680	Short Up
AT1G20010	Frequent
AT1G22400	Frequent
AT1G25450	Short Up–Down
AT1G26270	Short Up–Long Down
AT1G28260	Frequent
AT1G29240	Short Up
AT1G31820	Frequent
AT1G50180	Short Up
AT1G52710	Short Up
AT1G53170	Frequent
AT1G53440	Short Up–Long Down
AT1G58270	Frequent
AT1G61065	Short Up
AT1G62660	Short Up
AT1G64370	Short Up
AT1G68740	Short Up–Down
AT1G70530	Short Up–Long Down
AT1G71030	Frequent
AT1G71100	Short Up
AT1G74320	Short Up–Long Down
AT1G74940	Frequent
AT1G75140	Short Up
AT1G75380	Frequent
AT1G78280	Short Up
AT1G80610	Short Up–Down
AT2G04240	Short Up–Down
AT2G14560	Short Up
AT2G17520	Short Up
AT2G20670	Frequent
AT2G22190	Short Up
AT2G22840	Short Up–Down
AT2G23290	Frequent
AT2G23690	Short Up–Down
AT2G25000	Short Up–Long Down
AT2G28630	Frequent
AT2G28940	Short Up–Long Down
AT2G30720	Short Up–Long Down
AT2G30930	Frequent
