GeneID	classification
AT4G32200	Long Up
AT4G33520	Long Up
AT4G33865	Long Up
AT4G36390	Long Up
AT4G37920	Long Up
AT4G38630	Long Up
AT4G38890	Long Up
AT4G39160	Long Up
AT5G01890	Short Down–Long Up
AT5G05470	Long Up
AT5G06265	Long Up
AT5G06460	Long Up
AT5G06790	Short Down–Long Up
AT5G10360	Long Up
AT5G13280	Long Up
AT5G14100	Long Up
AT5G15320	Long Up
AT5G15610	Long Up
AT5G16130	Long Up
AT5G18380	Long Up
AT5G18750	Long Up
AT5G22330	Long Up
AT5G24000	Long Up
AT5G24690	Long Up
AT5G27380	Long Up
AT5G27750	Long Up
AT5G39210	Long Up
AT5G39800	Long Up
AT5G42920	Long Up
AT5G44740	Long Up
AT5G47210	Short Down–Long Up
AT5G47250	Long Up
AT5G47320	Long Up
AT5G50110	Long Up
AT5G53770	Long Up
AT5G53860	Long Up
AT5G55190	Long Up
AT5G56280	Long Up
AT5G57290	Long Up
AT5G57890	Long Up
AT5G60100	Long Up
AT5G60960	Long Up
AT5G61950	Short Down–Long Up
AT5G62650	Long Up
AT5G62980	Long Up
AT5G63120	Long Up
AT5G63860	Long Up
AT5G63960	Long Up
AT5G65650	Long Up
AT1G01300	Long Up
AT1G04070	Long Up
AT1G07140	Long Up
AT1G12020	Short Down–Long Up
AT1G16520	Long Up
AT1G18500	Long Up
AT1G19240	Long Up
AT1G20696	Long Up
AT1G24625	Short Down–Long Up
AT1G27390	Long Up
AT1G30130	Long Up
AT1G33140	Long Up
AT1G50840	Long Up
AT1G56070	Long Up
AT1G65370	Short Down–Long Up
AT1G67430	Long Up
AT1G69760	Short Down–Long Up
AT1G71210	Long Up
AT1G71430	Short Down–Long Up
AT1G79730	Long Up
AT1G80600	Long Up
AT2G02130	Long Up
AT2G11910	Long Up
AT2G17360	Long Up
AT2G22400	Long Up
AT2G27530	Long Up
AT2G31610	Long Up
AT2G41460	Long Up
AT2G42520	Long Up
AT2G43090	Long Up
AT3G07230	Long Up
AT3G09820	Long Up
AT3G10070	Long Up
AT3G11710	Long Up
AT3G11830	Long Up
AT3G11940	Long Up
AT3G15110	Long Up
AT3G15660	Long Up
AT3G24590	Long Up
AT3G49560	Long Up
AT3G51320	Short Down–Long Up
AT3G53430	Long Up
AT3G53890	Long Up
AT3G55400	Long Up
AT3G57785	Long Up
AT3G62250	Short Down–Long Up
AT3G63370	Long Up
AT4G00100	Long Up
AT4G00238	Long Up
AT4G02840	Long Up
AT4G07950	Long Up
AT4G19650	Long Up
AT4G20440	Long Up
AT4G25120	Long Up
AT4G25270	Long Up
AT4G25890	Long Up
AT4G27090	Long Up
AT4G31160	Long Up
AT4G33680	Long Up
AT5G10110	Long Up
AT5G11010	Long Up
AT5G13610	Long Up
AT5G14250	Long Up
AT5G20600	Long Up
AT5G23250	Long Up
AT5G33320	Long Up
AT5G39760	Long Up
AT5G40140	Long Up
AT5G43970	Long Up
AT5G44710	Long Up
AT5G51660	Long Up
AT5G52010	Long Up
AT5G56680	Long Up
AT5G65310	Short Down–Long Up
AT1G07920	Long Up
AT1G07940	Long Up
AT1G09640	Long Up
AT1G15200	Long Up
AT1G15690	Long Up
AT1G20580	Long Up
AT1G29370	Long Up
AT1G56045	Short Down–Long Up
AT1G78650	Short Down–Long Up
AT2G01750	Long Up
AT2G03480	Long Up
AT2G20420	Long Up
AT2G27400	Long Up
AT2G27470	Long Up
AT2G27720	Long Up
AT2G43770	Long Up
AT2G46890	Long Up
AT3G04400	Long Up
AT3G07910	Long Up
AT3G11120	Short Down–Long Up
AT3G12670	Short Down–Long Up
AT3G15395	Long Up
AT3G18740	Long Up
AT3G20050	Long Up
AT3G47930	Long Up
AT4G09320	Long Up
AT4G17520	Long Up
AT4G21520	Long Up
AT4G27620	Long Up
AT4G28540	Long Up
AT4G33250	Long Up
AT4G34555	Long Up
AT4G34570	Long Up
AT5G03300	Long Up
AT5G08300	Long Up
AT5G11880	Long Up
AT5G13850	Long Up
AT5G14040	Long Up
AT5G16070	Long Up
AT5G43960	Long Up
AT5G66720	Long Up
AT1G54100	Long Down
AT2G39800	Long Down
AT4G34000	Short–Long Down
AT3G11410	Long Down
AT1G05690	Short–Long Down
AT2G38640	Long Down
AT2G43120	Short–Long Down
AT5G66400	Short–Long Down
AT2G22470	Short–Long Down
AT2G46680	Short–Long Down
AT2G46830	Short–Long Down
AT3G59350	Long Down
AT5G01520	Short–Long Down
AT3G27250	Short–Long Down
AT3G27350	Short–Long Down
AT5G02020	Short–Long Down
AT5G10946	Short–Long Down
AT5G45280	Long Down
AT2G28305	Long Down
AT2G30550	Long Down
AT2G35760	Long Down
AT2G38740	Long Down
AT2G40900	Short–Long Down
AT2G46735	Long Down
AT3G18750	Short–Long Down
AT3G44880	Long Down
AT4G02890	Short–Long Down
AT5G57910	Short–Long Down
AT1G13609	Short–Long Down
AT4G13550	Long Down
AT4G21940	Long Down
AT4G33150	Long Down
AT4G38960	Short–Long Down
AT5G17310	Short–Long Down
AT5G41900	Short–Long Down
AT5G54510	Short–Long Down
ATCG00670	Long Down
AT1G02816	Short–Long Down
AT1G15670	Long Down
AT1G19400	Long Down
AT1G22160	Long Down
AT1G28330	Short–Long Down
AT1G58290	Short–Long Down
AT1G78850	Long Down
AT2G41170	Long Down
AT2G45960	Long Down
AT3G14595	Long Down
AT3G15115	Long Down
AT3G51920	Long Down
AT4G08290	Short–Long Down
AT4G22920	Long Down
AT4G30270	Long Down
AT4G38400	Short–Long Down
AT5G06530	Short–Long Down
AT5G14780	Long Down
AT5G14920	Short–Long Down
AT5G22460	Short–Long Down
AT5G25130	Short–Long Down
AT5G58650	Short–Long Down
AT1G01060	Short–Long Down
AT1G10640	Short–Long Down
AT1G11175	Short–Long Down
AT1G13080	Short–Long Down
AT1G15550	Short–Long Down
AT1G22530	Short–Long Down
AT1G28010	Short–Long Down
AT1G33700	Short–Long Down
AT1G49710	Long Down
AT1G52827	Short–Long Down
AT1G62250	Long Down
AT1G66330	Long Down
AT1G73870	Short–Long Down
AT1G75750	Short–Long Down
AT1G80920	Short–Long Down
AT2G15970	Long Down
AT2G26355	Long Down
AT2G36950	Short–Long Down
AT2G37130	Short–Long Down
AT2G45600	Long Down
AT3G02380	Short–Long Down
AT3G10420	Long Down
AT3G12320	Long Down
AT3G14770	Short–Long Down
AT3G17000	Long Down
AT3G23000	Short–Long Down
AT3G27870	Long Down
AT3G53420	Long Down
AT4G01026	Short–Long Down
AT4G12120	Long Down
AT4G16780	Short–Long Down
AT4G17030	Short–Long Down
AT4G32940	Short–Long Down
AT4G33625	Long Down
AT4G34650	Short–Long Down
AT4G36850	Short–Long Down
AT5G01830	Short–Long Down
AT5G05250	Short–Long Down
AT5G09620	Short–Long Down
AT5G16370	Long Down
AT5G35970	Long Down
AT5G40720	Short–Long Down
AT5G64240	Short–Long Down
AT5G65110	Short–Long Down
ATCG00180	Long Down
AT1G02640	Short–Long Down
AT1G03090	Long Down
AT1G15960	Long Down
AT1G23870	Short–Long Down
AT1G30260	Short–Long Down
AT1G32700	Long Down
AT1G58235	Long Down
AT1G71960	Long Down
AT1G76800	Long Down
AT1G78460	Short–Long Down
AT1G78830	Short–Long Down
AT1G80760	Short–Long Down
AT2G04795	Short–Long Down
AT2G29300	Short–Long Down
AT2G32800	Short–Long Down
AT2G38995	Short–Long Down
AT3G01060	Long Down
AT3G11690	Short–Long Down
AT3G14560	Short–Long Down
AT3G16220	Long Down
AT3G16800	Short–Long Down
AT3G21390	Long Down
AT3G23200	Long Down
AT3G26510	Short–Long Down
AT3G47500	Short–Long Down
AT3G49790	Short–Long Down
AT3G50560	Short–Long Down
AT3G54500	Short–Long Down
AT3G61430	Long Down
AT3G62950	Short–Long Down
AT4G16500	Long Down
AT4G29905	Short–Long Down
AT4G38460	Long Down
AT4G38470	Short–Long Down
AT5G11070	Short–Long Down
AT5G13630	Long Down
AT5G13740	Short–Long Down
AT5G14120	Short–Long Down
AT5G15910	Long Down
AT5G17300	Short–Long Down
AT5G19190	Short–Long Down
AT5G21170	Short–Long Down
AT5G49450	Short–Long Down
AT5G61010	Long Down
AT5G62770	Long Down
AT5G64850	Long Down
AT5G65480	Short–Long Down
AT5G67030	Long Down
ATCG00530	Long Down
AT1G08570	Short–Long Down
AT1G09530	Short–Long Down
AT1G11700	Short–Long Down
AT1G12990	Long Down
AT1G17500	Long Down
AT1G17620	Short–Long Down
AT1G19660	Long Down
AT1G21790	Short–Long Down
AT1G29050	Short–Long Down
AT1G32540	Short–Long Down
AT1G37130	Short–Long Down
AT1G49032	Short–Long Down
AT1G55960	Short–Long Down
AT1G58180	Short–Long Down
AT1G59620	Long Down
AT1G60140	Short–Long Down
AT1G61100	Long Down
AT1G67940	Long Down
AT1G70290	Short–Long Down
AT1G73920	Short–Long Down
AT1G74790	Short–Long Down
AT1G75220	Long Down
AT1G77760	Short–Long Down
AT2G01890	Short–Long Down
AT2G05540	Short–Long Down
AT2G20770	Long Down
AT2G27360	Short–Long Down
AT2G34620	Short–Long Down
AT2G36895	Long Down
AT2G40110	Long Down
AT2G41870	Short–Long Down
AT2G45170	Short–Long Down
AT3G02150	Long Down
AT3G04670	Short–Long Down
AT3G05830	Long Down
AT3G06070	Short–Long Down
AT3G14990	Short–Long Down
AT3G15356	Long Down
AT3G16990	Long Down
AT3G19680	Short–Long Down
AT3G19910	Long Down
AT3G44610	Short–Long Down
AT3G48115	Short–Long Down
AT3G50630	Short–Long Down
AT3G56480	Short–Long Down
AT3G58490	Long Down
AT3G60130	Long Down
AT4G00330	Long Down
AT4G02075	Short–Long Down
AT4G04850	Long Down
AT4G04955	Short–Long Down
AT4G11360	Short–Long Down
AT4G13830	Short–Long Down
AT4G14020	Short–Long Down
AT4G15780	Long Down
AT4G16110	Long Down
AT4G18210	Short–Long Down
AT4G19420	Short–Long Down
AT4G20780	Short–Long Down
AT4G21650	Short–Long Down
AT4G23850	Long Down
AT4G24230	Long Down
AT4G25300	Long Down
AT4G25690	Long Down
AT4G26160	Long Down
AT4G31000	Long Down
AT4G34480	Long Down
AT4G37240	Short–Long Down
AT5G03120	Short–Long Down
AT5G05960	Short–Long Down
AT5G14930	Long Down
AT5G18170	Long Down
AT5G21900	Long Down
AT5G23130	Long Down
AT5G25190	Short–Long Down
AT5G39450	Long Down
AT5G39660	Short–Long Down
AT5G41990	Long Down
AT5G48900	Short–Long Down
AT5G54380	Short–Long Down
AT5G54585	Short–Long Down
AT5G56100	Short–Long Down
AT5G59420	Long Down
AT5G60860	Long Down
AT5G62430	Long Down
AT5G64840	Long Down
AT5G65470	Long Down
AT5G66170	Short–Long Down
AT5G66580	Short–Long Down
AT1G01620	Short–Long Down
AT1G03590	Long Down
AT1G03870	Short–Long Down
AT1G04040	Short–Long Down
AT1G04280	Short–Long Down
AT1G04400	Short–Long Down
AT1G06645	Long Down
AT1G06760	Long Down
AT1G07570	Short–Long Down
AT1G07700	Long Down
AT1G12360	Long Down
AT1G13650	Short–Long Down
AT1G14400	Long Down
AT1G14580	Short–Long Down
AT1G15125	Long Down
AT1G15350	Long Down
AT1G15410	Long Down
AT1G15740	Short–Long Down
AT1G16090	Long Down
AT1G17080	Long Down
AT1G20780	Long Down
AT1G21010	Short–Long Down
AT1G21590	Long Down
AT1G23020	Short–Long Down
AT1G23030	Short–Long Down
AT1G26560	Short–Long Down
AT1G26620	Short–Long Down
AT1G27290	Short–Long Down
AT1G28520	Long Down
AT1G28580	Long Down
AT1G33230	Long Down
AT1G34630	Short–Long Down
AT1G48260	Short–Long Down
AT1G48840	Long Down
AT1G51680	Short–Long Down
AT1G52780	Long Down
AT1G53730	Long Down
AT1G59580	Long Down
AT1G61170	Long Down
AT1G61240	Short–Long Down
AT1G65250	Long Down
AT1G72150	Short–Long Down
AT1G72430	Short–Long Down
AT1G74740	Long Down
AT1G74670	Short–Long Down
AT1G78230	Short–Long Down
AT1G78260	Long Down
AT1G78890	Short–Long Down
AT1G79700	Short–Long Down
AT2G13610	Short–Long Down
AT2G14878	Short–Long Down
AT2G14900	Long Down
AT2G22970	Long Down
AT2G22980	Long Down
AT2G29340	Long Down
AT2G30424	Short–Long Down
AT2G30790	Short–Long Down
AT2G31350	Long Down
AT2G32090	Long Down
AT2G35060	Short–Long Down
AT2G40270	Long Down
AT2G40670	Short–Long Down
AT2G43330	Long Down
AT2G44080	Short–Long Down
AT2G44230	Short–Long Down
AT2G45220	Short–Long Down
AT2G46780	Short–Long Down
AT2G47160	Short–Long Down
AT2G48020	Short–Long Down
AT3G01520	Long Down
AT3G01720	Long Down
AT3G02460	Long Down
AT3G03000	Long Down
AT3G06420	Short–Long Down
AT3G10250	Long Down
AT3G10740	Short–Long Down
AT3G12560	Short–Long Down
AT3G13790	Long Down
AT3G15570	Short–Long Down
AT3G16530	Short–Long Down
AT3G16700	Long Down
AT3G17770	Short–Long Down
AT3G26230	Short–Long Down
AT3G26280	Short–Long Down
AT3G26395	Long Down
AT3G27770	Long Down
AT3G27960	Long Down
AT3G28180	Short–Long Down
AT3G29240	Short–Long Down
AT3G44480	Long Down
AT3G49940	Short–Long Down
AT3G51840	Long Down
AT3G53960	Long Down
AT3G54366	Long Down
AT3G54400	Short–Long Down
AT3G54810	Long Down
AT3G56360	Short–Long Down
AT3G58790	Long Down
AT3G60300	Long Down
AT3G61210	Short–Long Down
AT3G61830	Long Down
AT3G62010	Long Down
AT3G63080	Long Down
AT3G63210	Short–Long Down
AT4G01330	Short–Long Down
AT4G02050	Long Down
AT4G02540	Short–Long Down
AT4G03190	Short–Long Down
AT4G04340	Short–Long Down
AT4G05120	Long Down
AT4G09560	Short–Long Down
AT4G09890	Short–Long Down
AT4G10770	Short–Long Down
AT4G13575	Short–Long Down
AT4G14900	Long Down
AT4G16480	Long Down
AT4G17245	Short–Long Down
AT4G18970	Short–Long Down
AT4G19140	Long Down
AT4G19200	Long Down
AT4G19660	Short–Long Down
AT4G19880	Long Down
AT4G21400	Short–Long Down
AT4G21810	Long Down
AT4G21980	Long Down
AT4G22160	Short–Long Down
AT4G23880	Long Down
AT4G25830	Long Down
AT4G29310	Short–Long Down
AT4G29810	Long Down
AT4G30060	Long Down
AT4G30910	Short–Long Down
AT4G31510	Long Down
AT4G32020	Long Down
AT4G33080	Long Down
AT4G35060	Short–Long Down
AT4G35180	Long Down
AT4G37520	Short–Long Down
AT4G37790	Short–Long Down
AT4G38260	Long Down
AT4G39330	Short–Long Down
AT4G40060	Long Down
AT5G01810	Short–Long Down
AT5G02800	Long Down
AT5G02840	Long Down
AT5G03050	Long Down
AT5G04020	Long Down
AT5G04820	Short–Long Down
AT5G04930	Long Down
AT5G04950	Short–Long Down
AT5G06930	Short–Long Down
AT5G08660	Long Down
AT5G08720	Long Down
AT5G10190	Long Down
AT5G11700	Long Down
AT5G13720	Long Down
AT5G14090	Long Down
AT5G14740	Short–Long Down
AT5G16800	Long Down
AT5G19430	Long Down
AT5G21020	Short–Long Down
AT5G23460	Long Down
AT5G24735	Short–Long Down
AT5G25265	Long Down
AT5G25460	Short–Long Down
AT5G25900	Long Down
AT5G28770	Short–Long Down
AT5G41800	Short–Long Down
AT5G44530	Short–Long Down
AT5G48412	Long Down
AT5G48490	Short–Long Down
AT5G52430	Long Down
AT5G52580	Long Down
AT5G57035	Long Down
AT5G57340	Short–Long Down
AT5G57660	Short–Long Down
AT5G58720	Long Down
AT5G62100	Short–Long Down
AT5G63030	Long Down
AT5G63580	Long Down
AT5G63800	Short–Long Down
AT5G64430	Long Down
AT5G64940	Long Down
AT5G65430	Long Down
ATCG01020	Long Down
AT1G01360	Long Down
AT1G03610	Long Down
AT1G04200	Long Down
AT1G04240	Short–Long Down
AT1G04440	Long Down
AT1G06360	Short–Long Down
AT1G07720	Short–Long Down
AT1G08800	Long Down
AT1G08900	Short–Long Down
AT1G09430	Long Down
AT1G09750	Short–Long Down
AT1G10060	Short–Long Down
AT1G10380	Short–Long Down
AT1G11905	Long Down
AT1G12080	Short–Long Down
AT1G12250	Long Down
AT1G12580	Long Down
AT1G13245	Long Down
AT1G14230	Long Down
AT1G14290	Long Down
AT1G17120	Long Down
AT1G17340	Long Down
AT1G18460	Long Down
AT1G19940	Short–Long Down
AT1G20090	Long Down
AT1G21980	Short–Long Down
AT1G22640	Short–Long Down
AT1G22740	Short–Long Down
AT1G22930	Long Down
AT1G26260	Long Down
AT1G26670	Long Down
AT1G27120	Long Down
AT1G27460	Short–Long Down
AT1G29700	Long Down
AT1G29720	Long Down
AT1G31480	Long Down
AT1G33050	Long Down
AT1G35430	Long Down
AT1G35580	Short–Long Down
AT1G47960	Short–Long Down
AT1G48300	Short–Long Down
AT1G48960	Short–Long Down
AT1G49240	Long Down
AT1G50280	Long Down
AT1G50890	Long Down
AT1G51430	Long Down
AT1G52540	Long Down
AT1G53400	Long Down
AT1G53560	Long Down
AT1G53770	Long Down
AT1G54740	Short–Long Down
AT1G56280	Long Down
AT1G57680	Short–Long Down
AT1G59710	Long Down
AT1G60430	Long Down
AT1G60490	Long Down
AT1G61690	Long Down
AT1G62480	Short–Long Down
AT1G63260	Short–Long Down
AT1G63690	Short–Long Down
AT1G63800	Short–Long Down
AT1G64230	Long Down
AT1G64530	Short–Long Down
AT1G64640	Short–Long Down
AT1G65930	Long Down
AT1G66100	Long Down
AT1G66130	Long Down
AT1G67860	Long Down
AT1G68020	Long Down
AT1G68585	Short–Long Down
AT1G69360	Long Down
AT1G69440	Short–Long Down
AT1G70520	Short–Long Down
AT1G70740	Long Down
AT1G71410	Long Down
AT1G72820	Short–Long Down
AT1G73830	Short–Long Down
AT1G74910	Long Down
AT1G75310	Long Down
AT1G76490	Long Down
AT1G79660	Long Down
AT1G80180	Short–Long Down
AT2G01860	Short–Long Down
AT2G01930	Short–Long Down
AT2G03440	Short–Long Down
AT2G03890	Short–Long Down
AT2G16380	Short–Long Down
AT2G18160	Short–Long Down
AT2G18280	Short–Long Down
AT2G18290	Short–Long Down
AT2G19460	Short–Long Down
AT2G20750	Short–Long Down
AT2G23130	Short–Long Down
AT2G25520	Long Down
AT2G26570	Long Down
AT2G26710	Short–Long Down
AT2G28100	Short–Long Down
AT2G28880	Short–Long Down
AT2G29910	Short–Long Down
AT2G32540	Short–Long Down
AT2G32870	Short–Long Down
AT2G32880	Long Down
AT2G35880	Long Down
AT2G36410	Short–Long Down
AT2G37840	Long Down
AT2G39000	Long Down
AT2G39480	Long Down
AT2G40610	Short–Long Down
AT2G40940	Short–Long Down
AT2G40970	Long Down
AT2G41250	Short–Long Down
AT2G42580	Short–Long Down
AT2G43010	Short–Long Down
AT2G43060	Short–Long Down
AT2G43400	Long Down
AT2G43680	Short–Long Down
AT2G44420	Long Down
AT2G45450	Short–Long Down
AT2G46330	Short–Long Down
AT2G47440	Short–Long Down
AT2G47750	Short–Long Down
AT3G01490	Short–Long Down
AT3G02170	Short–Long Down
AT3G02770	Long Down
AT3G03150	Short–Long Down
AT3G03870	Short–Long Down
AT3G05345	Long Down
AT3G05675	Long Down
AT3G05945	Short–Long Down
AT3G06470	Short–Long Down
AT3G11280	Long Down
AT3G11650	Long Down
AT3G12150	Short–Long Down
AT3G12360	Long Down
AT3G12710	Short–Long Down
AT3G13062	Short–Long Down
AT3G13520	Short–Long Down
AT3G14150	Long Down
AT3G14940	Long Down
AT3G15353	Long Down
AT3G15540	Short–Long Down
AT3G16857	Short–Long Down
AT3G17100	Short–Long Down
AT3G17330	Short–Long Down
AT3G18050	Short–Long Down
AT3G19720	Long Down
AT3G19930	Short–Long Down
AT3G43440	Long Down
AT3G44735	Short–Long Down
AT3G45160	Short–Long Down
AT3G46490	Short–Long Down
AT3G47300	Long Down
AT3G48590	Short–Long Down
AT3G49110	Long Down
AT3G49590	Long Down
AT3G51130	Long Down
AT3G52360	Short–Long Down
AT3G54100	Long Down
AT3G54460	Short–Long Down
AT3G54830	Short–Long Down
AT3G54880	Short–Long Down
AT3G55770	Long Down
AT3G56080	Short–Long Down
AT3G56170	Long Down
AT3G57120	Long Down
AT3G57410	Long Down
AT3G57790	Short–Long Down
AT3G58850	Short–Long Down
AT3G61540	Long Down
AT3G61750	Short–Long Down
AT3G62290	Long Down
AT4G00560	Long Down
AT4G00950	Short–Long Down
AT4G03030	Short–Long Down
AT4G08980	Long Down
AT4G08930	Short–Long Down
AT4G13572	Short–Long Down
AT4G14550	Short–Long Down
AT4G14560	Short–Long Down
AT4G15430	Short–Long Down
AT4G16008	Short–Long Down
AT4G16370	Short–Long Down
AT4G16520	Short–Long Down
AT4G16990	Long Down
AT4G17350	Short–Long Down
AT4G17730	Long Down
AT4G17790	Long Down
AT4G18740	Long Down
AT4G19410	Short–Long Down
AT4G20300	Long Down
AT4G21450	Long Down
AT4G22010	Short–Long Down
AT4G22840	Long Down
AT4G23820	Short–Long Down
AT4G24590	Long Down
AT4G24800	Short–Long Down
AT4G25170	Long Down
AT4G25900	Long Down
AT4G27310	Long Down
AT4G27300	Long Down
AT4G28240	Short–Long Down
AT4G28770	Long Down
AT4G30360	Long Down
AT4G30410	Short–Long Down
AT4G30600	Long Down
AT4G30960	Long Down
AT4G31150	Long Down
AT4G32350	Long Down
AT4G32300	Long Down
AT4G32790	Short–Long Down
AT4G33640	Long Down
AT4G34760	Short–Long Down
AT4G35100	Short–Long Down
AT4G35420	Short–Long Down
AT4G35780	Short–Long Down
AT4G38730	Long Down
AT4G38932	Long Down
AT4G39640	Short–Long Down
AT5G02540	Short–Long Down
AT5G03330	Long Down
AT5G03490	Short–Long Down
AT5G04220	Short–Long Down
AT5G06970	Long Down
AT5G06980	Short–Long Down
AT5G09890	Long Down
AT5G10180	Long Down
AT5G10860	Long Down
AT5G10930	Short–Long Down
AT5G12050	Short–Long Down
AT5G13460	Long Down
AT5G13710	Short–Long Down
AT5G15580	Short–Long Down
AT5G15780	Short–Long Down
AT5G16150	Long Down
AT5G16480	Long Down
AT5G16570	Short–Long Down
AT5G18080	Short–Long Down
AT5G19290	Short–Long Down
AT5G20950	Long Down
AT5G22050	Long Down
AT5G22390	Short–Long Down
AT5G22580	Short–Long Down
AT5G22875	Long Down
AT5G22940	Short–Long Down
AT5G24570	Short–Long Down
AT5G24800	Short–Long Down
AT5G25350	Short–Long Down
AT5G27950	Long Down
AT5G37790	Long Down
AT5G41700	Long Down
AT5G42680	Short–Long Down
AT5G43310	Long Down
AT5G43460	Long Down
AT5G43780	Long Down
AT5G44020	Short–Long Down
AT5G44670	Short–Long Down
AT5G45550	Long Down
AT5G46150	Long Down
AT5G47650	Long Down
AT5G49630	Short–Long Down
AT5G49710	Long Down
AT5G52900	Short–Long Down
AT5G53370	Short–Long Down
AT5G54730	Long Down
AT5G56210	Long Down
AT5G56250	Long Down
AT5G57580	Long Down
AT5G58510	Long Down
AT5G58575	Long Down
AT5G59080	Short–Long Down
AT5G59960	Long Down
AT5G60370	Long Down
AT5G61560	Long Down
AT5G64220	Long Down
AT5G66200	Short–Long Down
AT5G66250	Long Down
AT5G67190	Short–Long Down
ATCG00470	Long Down
ATCG00480	Long Down
AT1G01120	Long Down
AT1G01490	Short–Long Down
AT1G03230	Short–Long Down
AT1G06080	Short–Long Down
AT1G08510	Short–Long Down
AT1G09390	Short–Long Down
AT1G09415	Long Down
AT1G10120	Long Down
AT1G10210	Long Down
AT1G10740	Short–Long Down
AT1G12320	Short–Long Down
AT1G12860	Short–Long Down
AT1G14280	Short–Long Down
AT1G14890	Short–Long Down
AT1G15030	Long Down
AT1G15530	Short–Long Down
AT1G15830	Short–Long Down
AT1G16170	Short–Long Down
AT1G16240	Long Down
AT1G19330	Short–Long Down
AT1G19340	Short–Long Down
AT1G20970	Long Down
AT1G21920	Short–Long Down
AT1G22330	Short–Long Down
AT1G23310	Long Down
AT1G23480	Short–Long Down
AT1G26945	Short–Long Down
AT1G27150	Long Down
AT1G28670	Short–Long Down
AT1G29400	Short–Long Down
AT1G29440	Short–Long Down
AT1G29450	Short–Long Down
AT1G29460	Short–Long Down
AT1G29500	Short–Long Down
AT1G29510	Short–Long Down
AT1G29520	Short–Long Down
AT1G29970	Long Down
AT1G30250	Short–Long Down
AT1G30520	Short–Long Down
AT1G31300	Long Down
AT1G44000	Short–Long Down
AT1G47270	Long Down
AT1G49360	Long Down
AT1G49730	Short–Long Down
AT1G50010	Long Down
AT1G51805	Long Down
AT1G53590	Long Down
AT1G54130	Long Down
AT1G55160	Long Down
AT1G57870	Long Down
AT1G58030	Short–Long Down
AT1G57980	Short–Long Down
AT1G60940	Long Down
AT1G61350	Long Down
AT1G62960	Short–Long Down
AT1G63220	Long Down
AT1G64860	Short–Long Down
AT1G66980	Long Down
AT1G66900	Long Down
AT1G67040	Short–Long Down
AT1G67865	Short–Long Down
AT1G68400	Short–Long Down
AT1G69450	Short–Long Down
AT1G69530	Short–Long Down
AT1G71970	Short–Long Down
AT1G72300	Long Down
AT1G73670	Long Down
AT1G74890	Short–Long Down
AT1G75100	Short–Long Down
AT1G75180	Long Down
AT1G75460	Short–Long Down
AT1G76020	Short–Long Down
AT1G76240	Short–Long Down
AT1G77850	Short–Long Down
AT1G79380	Long Down
AT1G80650	Short–Long Down
AT2G01850	Short–Long Down
AT2G03620	Long Down
AT2G03730	Short–Long Down
AT2G04690	Long Down
AT2G06850	Short–Long Down
AT2G14045	Long Down
AT2G14080	Long Down
AT2G15570	Long Down
AT2G16500	Short–Long Down
AT2G17340	Long Down
AT2G17550	Short–Long Down
AT2G18300	Short–Long Down
AT2G20010	Long Down
AT2G20210	Short–Long Down
AT2G20180	Short–Long Down
AT2G20250	Short–Long Down
AT2G20570	Short–Long Down
AT2G21830	Long Down
AT2G22800	Short–Long Down
AT2G22990	Long Down
AT2G23770	Short–Long Down
AT2G24360	Long Down
AT2G24755	Long Down
AT2G25070	Long Down
AT2G25080	Long Down
AT2G25350	Long Down
AT2G26030	Long Down
AT2G29290	Short–Long Down
AT2G29700	Long Down
AT2G34170	Short–Long Down
AT2G34510	Short–Long Down
AT2G35680	Short–Long Down
AT2G35980	Long Down
AT2G36320	Short–Long Down
AT2G36420	Short–Long Down
AT2G38020	Long Down
AT2G39010	Long Down
AT2G39720	Long Down
AT2G39890	Long Down
AT2G40410	Long Down
AT2G40420	Long Down
AT2G40810	Long Down
AT2G41710	Long Down
AT2G42750	Short–Long Down
AT2G43200	Short–Long Down
AT2G43490	Long Down
AT2G43920	Long Down
AT2G44360	Long Down
AT2G45980	Long Down
AT2G46220	Long Down
AT2G46530	Short–Long Down
AT2G47700	Short–Long Down
AT3G02860	Long Down
AT3G03820	Short–Long Down
AT3G03990	Short–Long Down
AT3G05730	Short–Long Down
AT3G06590	Short–Long Down
AT3G07360	Long Down
AT3G07460	Short–Long Down
AT3G07540	Short–Long Down
AT3G08890	Long Down
AT3G10010	Long Down
AT3G10340	Short–Long Down
AT3G10405	Short–Long Down
AT3G11110	Short–Long Down
AT3G11660	Short–Long Down
AT3G11930	Short–Long Down
AT3G12345	Long Down
AT3G12590	Long Down
AT3G12610	Short–Long Down
AT3G13430	Long Down
AT3G13690	Short–Long Down
AT3G14230	Long Down
AT3G14410	Long Down
AT3G14760	Short–Long Down
AT3G15850	Short–Long Down
AT3G16180	Short–Long Down
AT3G16240	Short–Long Down
AT3G16340	Short–Long Down
AT3G16670	Short–Long Down
AT3G16770	Short–Long Down
AT3G17040	Long Down
AT3G18370	Long Down
AT3G19380	Long Down
AT3G20120	Long Down
AT3G20830	Short–Long Down
AT3G21260	Short–Long Down
AT3G21460	Short–Long Down
AT3G22104	Short–Long Down
AT3G23430	Short–Long Down
AT3G23480	Long Down
AT3G23640	Long Down
AT3G25717	Short–Long Down
AT3G26000	Long Down
AT3G26100	Long Down
AT3G26520	Long Down
AT3G26890	Short–Long Down
AT3G27050	Long Down
