Gene1	Gene2	Correlation	Gene1_class	Gene2_class	Gene1_direction	Gene2_direction	Gene1_total	Gene2_total	Gene1_TF	Gene2_TF	Gene1_photoreceptor	Gene2_photoreceptor	Gene1_known	Gene2_known	interaction_type	same_class	same_direction	source	Gene1_label	Gene2_label	Gene1_tf_family	Gene2_tf_family
AT5G26170	AT1G67850	0.33327668796127674	Short Up	Short Up	Up	Up	8	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	WRKY	NA
AT5G60200	AT2G45450	0.3332286215199163	Short Down	Short–Long Down	Down	Down	4	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	Dof	NA
AT1G68130	AT2G40900	0.3332212912176199	Short Down	Short–Long Down	Down	Down	10	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	C2H2	NA
AT5G47220	AT4G17500	0.3328147867034985	Short Up	Short Up	Up	Up	14	14	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	TF, Short Up	ERF	ERF
AT5G64810	AT4G23150	0.33146222250106283	Short Up	Short Up	Up	Up	6	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	WRKY	NA
AT2G22770	AT2G22200	0.3312802396499552	Short Up	Short Up	Up	Up	10	9	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	TF, Short Up	bHLH	ERF
AT4G36990	AT5G46170	0.3311962887254922	Short Up–Down	Short Up	Mixed	Up	15	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT3G02990	AT5G61510	0.33103096386548087	Short Up	Short Up	Up	Up	5	8	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	HSF	NA
AT2G22770	AT1G08920	0.33095117855932094	Short Up	Short Up	Up	Up	10	12	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	bHLH	NA
AT5G60690	AT5G61130	0.33066963034127866	Short Down	Short Down	Down	Down	3	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	HD-ZIP	NA
AT4G17500	AT1G18710	0.3306055544903505	Short Up	Short Up	Up	Up	14	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	TF, Short Up	ERF	MYB
AT2G42200	AT2G42650	0.33050890334620053	Frequent	Short Down–Long Up	Up	Down	10	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Frequent	Short Down–Long Up	SBP	NA
AT1G69780	AT1G23870	0.3303324538638014	Short–Long Down	Short–Long Down	Down	Down	7	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	HD-ZIP	NA
AT2G26150	AT2G36460	0.33030991547592153	Short Up–Down	Short Up	Mixed	Up	15	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT4G29100	AT4G38620	0.33004961130716054	Short Down	Short Down–Long Up	Down	Down	3	7	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TF-TF	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	TF, Short Down–Long Up	bHLH	MYB
AT1G01260	AT5G05140	0.3300325983738414	Short Up	Short Up	Up	Up	4	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	bHLH	NA
AT5G26170	AT1G51890	0.32957856241529526	Short Up	Short Up–Long Down	Up	Up	8	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up–Long Down	WRKY	NA
AT4G09460	AT3G04670	0.3295293982424066	Short Up	Short–Long Down	Up	Down	4	6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	TF, Short–Long Down	MYB	WRKY
AT2G23760	AT5G54670	0.32950415336305267	Short Down	Short Down	Down	Down	6	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	TALE	NA
AT1G52890	AT1G19640	0.3286565406023657	Short Up	Short Up	Up	Up	7	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	NAC	NA
AT5G05410	AT5G03990	0.3282788665499705	Short–Long Up	Short Up	Up	Up	17	10	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up	ERF	NA
AT5G60200	AT5G15780	0.3282348016001077	Short Down	Short–Long Down	Down	Down	4	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	Dof	NA
AT5G26170	AT2G18660	0.3281455317398257	Short Up	Short Up–Long Down	Up	Up	8	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up–Long Down	WRKY	NA
AT4G17460	AT3G10340	0.3281092129144206	Short–Long Down	Short–Long Down	Down	Down	8	13	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	HD-ZIP	NA
AT5G26170	AT4G04490	0.327931455470251	Short Up	Short Up	Up	Up	8	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	WRKY	NA
AT4G36990	AT5G11680	0.32790616294743713	Short Up–Down	Short Up	Mixed	Up	15	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT5G26170	AT1G01680	0.32782129484241973	Short Up	Short Up–Long Down	Up	Up	8	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up–Long Down	WRKY	NA
AT5G04410	AT3G44110	0.32770319359611294	Short Up	Short Up–Down	Up	Mixed	8	13	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Short Up–Down	NAC	NA
AT2G22770	AT2G37620	0.32736073217464784	Short Up	Short Up	Up	Up	10	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	bHLH	NA
AT5G60200	AT3G27360	0.3272949259021122	Short Down	Short Down	Down	Down	4	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	Dof	NA
AT2G35700	AT4G36360	0.3272409839964013	Short Down	Short Down	Down	Down	8	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	ERF	NA
AT1G72830	AT1G60610	0.32709984577822737	Short Down	Short Down	Down	Down	8	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	NF-YA	NA
AT2G02820	AT2G36340	0.326970271524356	Short Down	Short Down	Down	Down	5	3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	TF, Short Down	MYB	GeBP
AT5G65310	AT5G02890	0.3269425444839053	Short Down–Long Up	Short Down	Down	Down	9	13	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Short Down	HD-ZIP	NA
AT1G52150	AT3G13190	0.3266538065331775	Short Down	Short Down	Down	Down	4	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	HD-ZIP	NA
AT2G47890	AT2G38670	0.326625855200557	Short–Long Up	Short–Long Up	Up	Up	13	6	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	DBB	NA
AT3G58120	AT2G28950	0.3265600086607983	Frequent	Short Down	Down	Down	8	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Short Down	bZIP	NA
AT5G65310	AT5G28300	0.32623464103607713	Short Down–Long Up	Short Down	Down	Down	9	6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	TF, Short Down	HD-ZIP	Trihelix
AT3G06590	AT5G10240	0.3261290303736483	Short–Long Down	Short Down–Long Up	Down	Down	5	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down–Long Up	bHLH	NA
AT4G36990	AT5G35460	0.32609588918545485	Short Up–Down	Short Up–Long Down	Mixed	Up	15	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Long Down	HSF	NA
AT3G07340	AT1G23480	0.32609311972721305	Short–Long Down	Short–Long Down	Down	Down	8	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	bHLH	NA
AT5G05410	AT1G10970	0.3260148883410384	Short–Long Up	Short Up	Up	Up	17	9	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up	ERF	NA
AT3G54390	AT2G32990	0.32586850033058273	Short Down–Long Up	Short Up–Down	Down	Mixed	7	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down–Long Up	Short Up–Down	Trihelix	NA
AT5G26170	AT5G10760	0.3254936045827042	Short Up	Short Up	Up	Up	8	11	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	WRKY	NA
AT3G07340	AT2G03890	0.3250854765158182	Short–Long Down	Short–Long Down	Down	Down	8	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	bHLH	NA
AT1G74430	AT2G41475	0.3250144928263671	Short Up	Short Up	Up	Up	14	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	MYB	NA
AT4G17460	AT5G16590	0.32463078664358525	Short–Long Down	Short–Long Down	Down	Down	8	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	HD-ZIP	NA
AT5G26170	AT2G04450	0.32458594382765943	Short Up	Short Up–Long Down	Up	Up	8	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up–Long Down	WRKY	NA
AT1G69780	AT5G53370	0.3243847094966718	Short–Long Down	Short–Long Down	Down	Down	7	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	HD-ZIP	NA
AT1G27370	AT5G55950	0.3241265235884965	Short Down	Short Down	Down	Down	5	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	SBP	NA
AT5G26170	AT5G17760	0.32412314999704556	Short Up	Frequent	Up	Up	8	12	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Frequent	WRKY	NA
AT1G79840	AT4G27440	0.3240626276561133	Short–Long Up	Short Up–Long Down	Up	Up	4	11	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up–Long Down	HD-ZIP	NA
AT2G02820	AT5G11950	0.32397428218429436	Short Down	Short–Long Down	Down	Down	5	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	MYB	NA
AT5G60200	AT5G65000	0.3239189952789607	Short Down	Short Up	Down	Up	4	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	Short Up	Dof	NA
AT5G60200	AT5G11550	0.32376660150135095	Short Down	Short Down	Down	Down	4	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	Dof	NA
AT2G27050	AT5G57685	0.32332567287501435	Short–Long Down	Short Down	Down	Down	7	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	EIL	NA
AT3G07340	AT4G04630	0.32323262763159405	Short–Long Down	Short–Long Down	Down	Down	8	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	bHLH	NA
AT2G22770	AT1G18710	0.3232078928805738	Short Up	Short Up	Up	Up	10	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	TF, Short Up	bHLH	MYB
AT5G26170	AT1G24145	0.3227665375643501	Short Up	Short Up–Long Down	Up	Up	8	11	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up–Long Down	WRKY	NA
AT5G26170	AT5G25260	0.3225522077328534	Short Up	Short Up–Long Down	Up	Up	8	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up–Long Down	WRKY	NA
AT5G48250	AT1G25450	0.3225078956811834	Short–Long Up	Short Up–Down	Up	Mixed	8	10	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short Up–Down	CO-like	NA
AT3G07340	AT3G61670	0.3224479297100311	Short–Long Down	Short Down	Down	Down	8	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	bHLH	NA
AT5G26170	AT2G17120	0.3220423142931265	Short Up	Short Up	Up	Up	8	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	WRKY	NA
AT3G07340	AT3G16850	0.3220410554931622	Short–Long Down	Short–Long Down	Down	Down	8	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	bHLH	NA
AT1G69690	AT3G56370	0.32202556708628943	Short Down	Short Down	Down	Down	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	TCP	NA
AT5G04410	AT5G56030	0.3213986247334305	Short Up	Short Up–Down	Up	Mixed	8	13	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Short Up–Down	NAC	NA
AT5G62020	AT1G14200	0.32122980508049687	Short Up–Long Down	Short Up–Long Down	Up	Up	10	14	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up–Long Down	Short Up–Long Down	HSF	NA
AT2G46590	AT5G49330	0.32114253732967246	Short Up	Frequent	Up	Up	5	8	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TF-TF	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	TF, Frequent	Dof	MYB
AT5G64810	AT3G57260	0.32104965804630115	Short Up	Short Up	Up	Up	6	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	WRKY	NA
AT5G48250	AT5G64620	0.32066806702220757	Short–Long Up	Short Up–Down	Up	Mixed	8	11	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short Up–Down	CO-like	NA
AT2G27050	AT3G25290	0.32065906076047085	Short–Long Down	Short Down	Down	Down	7	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	EIL	NA
AT1G49720	AT3G19490	0.3206347939137198	Short Up	Short–Long Up	Up	Up	10	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short–Long Up	bZIP	NA
AT5G26170	AT1G14880	0.32037746095775516	Short Up	Short Up–Long Down	Up	Up	8	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up–Long Down	WRKY	NA
AT4G36900	AT1G69370	0.3202419771278491	Short Up	Short Up–Long Down	Up	Up	8	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up–Long Down	ERF	NA
AT1G52150	AT3G19570	0.32012700383858966	Short Down	Short–Long Down	Down	Down	4	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	HD-ZIP	NA
AT2G27050	AT3G20570	0.3200819253405544	Short–Long Down	Short Down	Down	Down	7	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	EIL	NA
AT4G09460	AT2G05320	0.3195681554908598	Short Up	Short Up	Up	Up	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	MYB	NA
AT1G28050	AT1G25220	0.3195298440160998	Short–Long Up	Short Up	Up	Up	10	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up	CO-like	NA
AT5G48250	AT3G07650	0.3194704249151455	Short–Long Up	Short Down–Long Up	Up	Down	8	4	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TF-TF	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	TF, Short Down–Long Up	CO-like	CO-like
AT5G05410	AT5G58070	0.3191996586914806	Short–Long Up	Short Up	Up	Up	17	10	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up	ERF	NA
AT1G79840	AT1G67660	0.3191377675321861	Short–Long Up	Short–Long Up	Up	Up	4	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	HD-ZIP	NA
AT5G60690	AT4G23650	0.3188493912253257	Short Down	Short Up	Down	Up	3	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	Short Up	HD-ZIP	NA
AT1G69690	AT1G63160	0.3184988498982215	Short Down	Short Down–Long Up	Down	Down	4	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down–Long Up	TCP	NA
AT4G29100	AT1G07090	0.31827673596038447	Short Down	Short Down	Down	Down	3	8	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	bHLH	NA
AT5G26170	AT1G75040	0.31796516448754947	Short Up	Short Up	Up	Up	8	8	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	WRKY	NA
AT1G01260	AT2G01450	0.3177488997394528	Short Up	Short Up	Up	Up	4	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	bHLH	NA
AT5G62020	AT1G26800	0.31732648013792253	Short Up–Long Down	Frequent	Up	Mixed	10	16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Long Down	Frequent	HSF	NA
AT2G46510	AT1G33610	0.3172104676658035	Short Up	Short Up–Long Down	Up	Up	9	14	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up–Long Down	bHLH	NA
AT3G61950	AT5G62270	0.3168091005231773	Short Down	Short Down–Long Up	Down	Down	11	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down–Long Up	bHLH	NA
AT2G26150	AT5G03340	0.3168085076908402	Short Up–Down	Short Up	Mixed	Up	15	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT4G37790	AT1G76390	0.3162207147660409	Short–Long Down	Short Up	Down	Up	5	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short Up	HD-ZIP	NA
AT1G69170	AT3G07420	0.315964453411864	Short Down	Short Down	Down	Down	6	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	SBP	NA
AT4G35550	AT5G14700	0.3159247603509232	Short Up	Short–Long Up	Up	Up	6	13	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short–Long Up	WOX	NA
AT5G26170	AT2G04430	0.3158709867200711	Short Up	Short Up	Up	Up	8	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	WRKY	NA
AT2G34710	AT1G12320	0.31542465659186364	Short Down	Short–Long Down	Down	Down	6	11	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	HD-ZIP	NA
AT5G64810	AT3G15536	0.31539170468745475	Short Up	Short Up	Up	Up	6	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	WRKY	NA
AT2G47890	AT1G67660	0.31523230308939315	Short–Long Up	Short–Long Up	Up	Up	13	10	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	DBB	NA
AT5G64810	AT1G08450	0.3152274345324355	Short Up	Short Up–Long Down	Up	Up	6	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up–Long Down	WRKY	NA
AT5G64810	AT3G47480	0.3151962526808585	Short Up	Short Up–Long Down	Up	Up	6	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up–Long Down	WRKY	NA
AT5G60200	AT5G24570	0.3147172599592251	Short Down	Short–Long Down	Down	Down	4	12	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	Dof	NA
AT3G61950	AT1G71050	0.31453703578629316	Short Down	Short Down	Down	Down	11	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	bHLH	NA
AT1G69580	AT3G13190	0.3140488273042994	Short Down	Short Down	Down	Down	6	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	G2-like	NA
AT1G49720	AT3G46970	0.3140073466131713	Short Up	Short–Long Up	Up	Up	10	12	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short–Long Up	bZIP	NA
AT3G04670	AT2G05320	0.3140034038721371	Short–Long Down	Short Up	Down	Up	6	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short Up	WRKY	NA
AT3G07340	AT3G02170	0.3133413849010327	Short–Long Down	Short–Long Down	Down	Down	8	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	bHLH	NA
AT2G42200	AT1G63160	0.31305854303187747	Frequent	Short Down–Long Up	Up	Down	10	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Frequent	Short Down–Long Up	SBP	NA
AT5G60200	AT5G18460	0.31297080875026	Short Down	Short Down	Down	Down	4	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	Dof	NA
AT2G47890	AT1G64890	0.31274078067995037	Short–Long Up	Short–Long Up	Up	Up	13	8	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	DBB	NA
