Gene1	Gene2	Correlation	Gene1_class	Gene2_class	Gene1_direction	Gene2_direction	Gene1_total	Gene2_total	Gene1_TF	Gene2_TF	Gene1_photoreceptor	Gene2_photoreceptor	Gene1_known	Gene2_known	interaction_type	same_class	same_direction	source	Gene1_label	Gene2_label	Gene1_tf_family	Gene2_tf_family
AT1G69690	AT5G51890	0.4239925684352257	Short Down	Short Down	Down	Down	4	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	TCP	NA
AT4G01120	AT4G06744	0.42381773401565725	Short Up–Long Down	Short Down–Long Up	Up	Down	4	10	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Long Down	Short Down–Long Up	bZIP	NA
AT4G36990	AT5G12030	0.4224461022127228	Short Up–Down	Short Up	Mixed	Up	15	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT1G69690	AT4G01410	0.4222038049020329	Short Down	Short Down	Down	Down	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	TCP	NA
AT3G51910	AT2G24100	0.4221182575884451	Short Up–Down	Short Up–Down	Mixed	Mixed	16	15	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Down	HSF	NA
AT1G27370	AT3G12560	0.42200818544982155	Short Down	Short–Long Down	Down	Down	5	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	SBP	NA
AT1G69780	AT5G11110	0.4217335505870771	Short–Long Down	Short Up	Down	Up	7	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short Up	HD-ZIP	NA
AT3G51910	AT5G05410	0.4212064252486423	Short Up–Down	Short–Long Up	Mixed	Up	16	17	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TF-TF	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	TF, Short–Long Up	HSF	ERF
AT1G30330	AT5G23910	0.42089009358306606	Short Down	Short Down	Down	Down	3	5	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	photo-gene	TRUE	TRUE	GENIE&WGCNA	Photoreceptor, Short Down	Short Down	ARF	NA
AT2G42200	AT1G02205	0.41991462620644027	Frequent	Short Down	Up	Down	10	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Frequent	Short Down	SBP	NA
AT2G46590	AT1G53440	0.4194452173804957	Short Up	Short Up–Long Down	Up	Up	5	5	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up–Long Down	Dof	NA
AT2G26150	AT4G09150	0.4191334038718266	Short Up–Down	Short Up	Mixed	Up	15	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT2G26150	AT5G03285	0.4176690201598056	Short Up–Down	Frequent	Mixed	Up	15	13	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Frequent	HSF	NA
AT4G36990	AT3G63310	0.4175726313214284	Short Up–Down	Short Up	Mixed	Up	15	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT1G69690	AT5G25590	0.4171145659790797	Short Down	Short Down	Down	Down	4	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	TCP	NA
AT3G02990	AT2G25140	0.4163231017850258	Short Up	Short Up–Down	Up	Mixed	5	15	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Short Up–Down	HSF	NA
AT1G52150	AT3G14840	0.416265304118622	Short Down	Short Up	Down	Up	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	Short Up	HD-ZIP	NA
AT5G48250	AT2G28900	0.41576359184590667	Short–Long Up	Short–Long Up	Up	Up	8	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	CO-like	NA
AT2G26150	AT3G09440	0.41564850365177664	Short Up–Down	Frequent	Mixed	Up	15	15	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Frequent	HSF	NA
AT1G69690	AT5G42720	0.41498665012287406	Short Down	Short Down	Down	Down	4	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	TCP	NA
AT1G01260	AT1G69370	0.41422712055160354	Short Up	Short Up–Long Down	Up	Up	4	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up–Long Down	bHLH	NA
AT3G58120	AT1G72990	0.4136073588697397	Frequent	Short Down	Down	Down	8	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Short Down	bZIP	NA
AT3G06590	AT1G22410	0.41296856596196957	Short–Long Down	Short Down	Down	Down	5	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	bHLH	NA
AT5G65310	AT5G44790	0.41263934402941665	Short Down–Long Up	Short–Long Down	Down	Down	9	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Short–Long Down	HD-ZIP	NA
AT1G69780	AT2G29070	0.41135465467071897	Short–Long Down	Short Up	Down	Up	7	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short Up	HD-ZIP	NA
AT4G36990	AT5G15450	0.4112220517994423	Short Up–Down	Short Up	Mixed	Up	15	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT3G07340	AT1G28260	0.4109653769875437	Short–Long Down	Frequent	Down	Down	8	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Frequent	bHLH	NA
AT1G69690	AT2G17630	0.41044803579729056	Short Down	Short Down–Long Up	Down	Down	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down–Long Up	TCP	NA
AT1G68130	AT3G51895	0.41000992793406954	Short Down	Short Down	Down	Down	10	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	C2H2	NA
AT1G69580	AT4G12430	0.4098008786528859	Short Down	Short Down	Down	Down	6	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	G2-like	NA
AT3G58120	AT3G54880	0.4092484842553138	Frequent	Short–Long Down	Down	Down	8	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Short–Long Down	bZIP	NA
AT5G65310	AT3G07010	0.40870756842081585	Short Down–Long Up	Frequent	Down	Down	9	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Frequent	HD-ZIP	NA
AT1G69690	AT4G38660	0.4086635069762267	Short Down	Short Down	Down	Down	4	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	TCP	NA
AT3G02990	AT1G03070	0.4082037919296542	Short Up	Short Up	Up	Up	5	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	HSF	NA
AT3G02990	AT3G25230	0.40796191572699936	Short Up	Short Up–Down	Up	Mixed	5	13	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Short Up–Down	HSF	NA
AT4G34590	AT1G21830	0.40653839266789876	Short–Long Up	Short–Long Down	Up	Down	8	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Down	bZIP	NA
AT3G07340	AT4G19420	0.40636433146268514	Short–Long Down	Short–Long Down	Down	Down	8	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	bHLH	NA
AT1G74430	AT5G67210	0.4063496366017889	Short Up	Frequent	Up	Up	14	15	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Frequent	MYB	NA
AT1G69690	AT5G65000	0.4058540012490155	Short Down	Short Up	Down	Up	4	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	Short Up	TCP	NA
AT3G07340	AT5G07000	0.4053459497848965	Short–Long Down	Short–Long Down	Down	Down	8	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	bHLH	NA
AT3G07340	AT2G39870	0.40487432302094883	Short–Long Down	Short–Long Down	Down	Down	8	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	bHLH	NA
AT1G30330	AT3G14240	0.4047420252119685	Short Down	Short Down	Down	Down	3	5	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	photo-gene	TRUE	TRUE	GENIE&WGCNA	Photoreceptor, Short Down	Short Down	ARF	NA
AT5G65310	AT4G34750	0.4046917973965856	Short Down–Long Up	Short Down	Down	Down	9	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Short Down	HD-ZIP	NA
AT5G65310	AT3G51470	0.40447307581133474	Short Down–Long Up	Short Down	Down	Down	9	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Short Down	HD-ZIP	NA
AT5G23280	AT1G52760	0.4043745096734752	Short–Long Down	Short Down	Down	Down	5	6	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	TCP	NA
AT3G51910	AT5G56010	0.40433413614077274	Short Up–Down	Short Up–Down	Mixed	Mixed	16	12	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Down	HSF	NA
AT5G48250	AT2G25930	0.4038311506253038	Short–Long Up	Short–Long Up	Up	Up	8	13	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TF-photo	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Photoreceptor, Short–Long Up	CO-like	NA
AT5G65310	AT4G18800	0.4038110664981778	Short Down–Long Up	Short Up	Down	Up	9	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down–Long Up	Short Up	HD-ZIP	NA
AT1G68130	AT1G28680	0.40362104934045895	Short Down	Short Down	Down	Down	10	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	C2H2	NA
AT2G46590	AT4G12430	0.40318706277275823	Short Up	Short Down	Up	Down	5	3	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Short Down	Dof	NA
AT1G69690	AT5G11550	0.4028735942866895	Short Down	Short Down	Down	Down	4	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	TCP	NA
AT1G01250	AT5G06510	0.40214923604971964	Short Down–Long Up	Short Down–Long Up	Down	Down	7	9	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	TRUE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	TF, Short Down–Long Up	ERF	NF-YA
AT5G65310	AT3G45160	0.40206767210651545	Short Down–Long Up	Short–Long Down	Down	Down	9	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Short–Long Down	HD-ZIP	NA
AT5G04410	AT1G74310	0.40192237771862943	Short Up	Short Up–Down	Up	Mixed	8	17	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Short Up–Down	NAC	NA
AT3G51910	AT1G08460	0.40139687354275916	Short Up–Down	Short Up–Long Down	Mixed	Up	16	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Long Down	HSF	NA
AT2G26150	AT3G10800	0.40129447380342886	Short Up–Down	Short Up	Mixed	Up	15	9	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	TF, Short Up	HSF	bZIP
AT1G01260	AT5G05730	0.4007036941672296	Short Up	Short Up	Up	Up	4	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	bHLH	NA
AT4G36990	AT4G39366	0.40069135554469076	Short Up–Down	Frequent	Mixed	Up	15	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Frequent	HSF	NA
AT2G26150	AT5G04410	0.4005684956059837	Short Up–Down	Short Up	Mixed	Up	15	8	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TF-TF	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	TF, Short Up	HSF	NAC
AT4G36990	AT1G74320	0.4005122309310398	Short Up–Down	Short Up–Long Down	Mixed	Up	15	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Long Down	HSF	NA
AT2G46510	AT1G19680	0.4004975134505611	Short Up	Short Up	Up	Up	9	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	bHLH	NA
AT1G52150	AT1G24310	0.40044526485958704	Short Down	Short Down–Long Up	Down	Down	4	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down–Long Up	HD-ZIP	NA
AT1G69780	AT1G77990	0.4003707052753902	Short–Long Down	Short Down	Down	Down	7	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	HD-ZIP	NA
AT1G30330	AT3G02110	0.3999928119163169	Short Down	Short Down	Down	Down	3	4	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	photo-gene	TRUE	TRUE	GENIE&WGCNA	Photoreceptor, Short Down	Short Down	ARF	NA
AT4G27410	AT1G70700	0.39916102841948436	Short Up–Long Down	Short–Long Up	Up	Up	7	11	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up–Long Down	Short–Long Up	NAC	NA
AT2G46510	AT5G05140	0.3988737982452869	Short Up	Short Up	Up	Up	9	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	bHLH	NA
AT3G07340	AT3G28180	0.3977800902117656	Short–Long Down	Short–Long Down	Down	Down	8	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	bHLH	NA
AT3G51910	AT1G12060	0.3976225608378554	Short Up–Down	Short Up	Mixed	Up	16	11	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT5G26170	AT4G04500	0.39738958450311124	Short Up	Short Up	Up	Up	8	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	WRKY	NA
AT3G51910	AT5G03290	0.397231688709739	Short Up–Down	Short Up	Mixed	Up	16	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT4G34590	AT2G28260	0.3970088424734674	Short–Long Up	Short Down	Up	Down	8	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short Down	bZIP	NA
AT5G48250	AT5G58600	0.39669644424865347	Short–Long Up	Short–Long Up	Up	Up	8	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	CO-like	NA
AT5G60690	AT1G65470	0.39666709009083845	Short Down	Short Down	Down	Down	3	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	HD-ZIP	NA
AT3G51910	AT1G72416	0.39630170800362863	Short Up–Down	Short Up	Mixed	Up	16	15	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT5G48250	AT1G07050	0.3960816024392477	Short–Long Up	Short Down–Long Up	Up	Down	8	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short Down–Long Up	CO-like	NA
AT4G17460	AT3G25500	0.39605728017604513	Short–Long Down	Short–Long Down	Down	Down	8	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	HD-ZIP	NA
AT3G02990	AT2G32120	0.39528124202672443	Short Up	Short Up	Up	Up	5	12	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	HSF	NA
AT1G52150	AT1G05470	0.39527879633938556	Short Down	Short Down	Down	Down	4	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	HD-ZIP	NA
AT1G69580	AT1G10657	0.3942008359576611	Short Down	Frequent	Down	Down	6	11	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Frequent	G2-like	NA
AT2G26150	AT5G62090	0.39369849005000557	Short Up–Down	Short Up	Mixed	Up	15	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT2G26150	AT5G47120	0.3936517339014174	Short Up–Down	Short Up–Long Down	Mixed	Up	15	11	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Long Down	HSF	NA
AT2G26150	AT4G23493	0.3935239585281818	Short Up–Down	Short Up	Mixed	Up	15	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT1G52890	AT4G02360	0.39298877169815005	Short Up	Short–Long Up	Up	Up	7	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short–Long Up	NAC	NA
AT1G14685	AT1G78970	0.3929819185759601	Short Down	Short Down	Down	Down	4	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	BBR-BPC	NA
AT1G52890	AT4G08170	0.3928489131851244	Short Up	Short Up	Up	Up	7	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	NAC	NA
AT5G48250	AT5G20630	0.39243412137752554	Short–Long Up	Short Down	Up	Down	8	13	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short Down	CO-like	NA
AT1G69690	AT4G09810	0.3922159256484669	Short Down	Short Up	Down	Up	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	Short Up	TCP	NA
AT3G51910	AT4G23493	0.39205806570333734	Short Up–Down	Short Up	Mixed	Up	16	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT1G30330	AT3G46870	0.39193088409742177	Short Down	Short–Long Up	Down	Up	3	6	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	photo-gene	FALSE	FALSE	GENIE&WGCNA	Photoreceptor, Short Down	Short–Long Up	ARF	NA
AT2G44730	AT5G53880	0.39161147122903034	Short Down	Short Down	Down	Down	3	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	Trihelix	NA
AT1G68130	AT1G20160	0.39141071288202717	Short Down	Short Down	Down	Down	10	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	C2H2	NA
AT1G69690	AT2G44300	0.39081993664426834	Short Down	Short Down	Down	Down	4	16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	TCP	NA
AT5G48250	AT4G30650	0.3904220014218359	Short–Long Up	Frequent	Up	Up	8	17	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Frequent	CO-like	NA
AT5G48250	AT5G23240	0.3903575510461759	Short–Long Up	Short–Long Up	Up	Up	8	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	CO-like	NA
AT1G30330	AT5G04620	0.39035323118135495	Short Down	Short Down	Down	Down	3	5	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	photo-gene	TRUE	TRUE	GENIE&WGCNA	Photoreceptor, Short Down	Short Down	ARF	NA
AT2G26150	AT1G31280	0.39025902884273134	Short Up–Down	Short Up	Mixed	Up	15	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT3G61950	AT3G14310	0.3898493543781299	Short Down	Frequent	Down	Down	11	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Frequent	bHLH	NA
AT2G26150	AT1G74320	0.3886974856860123	Short Up–Down	Short Up–Long Down	Mixed	Up	15	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Long Down	HSF	NA
AT2G26150	AT2G41160	0.3886787910365117	Short Up–Down	Short Up	Mixed	Up	15	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT3G07340	AT1G24170	0.3886302269875665	Short–Long Down	Short Down	Down	Down	8	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	bHLH	NA
AT2G26150	AT3G44110	0.3885473290650209	Short Up–Down	Short Up–Down	Mixed	Mixed	15	13	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Down	HSF	NA
AT1G69690	AT1G35720	0.3881901582889616	Short Down	Short–Long Up	Down	Up	4	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	Short–Long Up	TCP	NA
AT1G01250	AT3G54390	0.38769387993780924	Short Down–Long Up	Short Down–Long Up	Down	Down	7	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	TRUE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	TF, Short Down–Long Up	ERF	Trihelix
AT3G07340	AT3G23590	0.38753878511571765	Short–Long Down	Short–Long Down	Down	Down	8	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	bHLH	NA
AT1G72830	AT5G25980	0.38675327365183626	Short Down	Short Down	Down	Down	8	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	NF-YA	NA
AT1G74430	AT1G72180	0.38675135628334206	Short Up	Short Up–Long Down	Up	Up	14	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up–Long Down	MYB	NA
AT4G36900	AT5G53050	0.3865784315658514	Short Up	Short Up	Up	Up	8	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	ERF	NA
